Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"DEL","SIDM00949","906836","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","385"
"DEL","SIDM00949","906836","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","278"
"DG-75","SIDM00948","906838","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","394"
"DG-75","SIDM00948","906838","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"DJM-1","SIDM00281","906841","UNCLASSIFIED","skin","skin_other","GDSC1","361"
"DJM-1","SIDM00281","906841","UNCLASSIFIED","skin","skin_other","GDSC2","180"
"DK-MG","SIDM00947","906839","GBM","nervous_system","glioma","GDSC1","346"
"DK-MG","SIDM00947","906839","GBM","nervous_system","glioma","GDSC2","281"
"DMS-114","SIDM00865","687983","SCLC","lung","lung_small_cell_carcinoma","GDSC1","392"
"DMS-114","SIDM00865","687983","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"DMS-273","SIDM00522","687985","SCLC","lung","lung_small_cell_carcinoma","GDSC1","341"
"DMS-273","SIDM00522","687985","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"DMS-53","SIDM00523","907295","SCLC","lung","lung_small_cell_carcinoma","GDSC1","352"
"DMS-53","SIDM00523","907295","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"DMS-79","SIDM00524","753551","SCLC","lung","lung_small_cell_carcinoma","GDSC1","336"
"DMS-79","SIDM00524","753551","SCLC","lung","lung_small_cell_carcinoma","GDSC2","257"
"DND-41","SIDM00946","1297446","ALL","blood","T_cell_leukemia","GDSC1","393"
"DND-41","SIDM00946","1297446","ALL","blood","T_cell_leukemia","GDSC2","282"
"DOHH-2","SIDM00981","906842","DLBC","blood","B_cell_lymphoma","GDSC1","181"
"DOHH-2","SIDM00981","906842","DLBC","blood","B_cell_lymphoma","GDSC2","256"
"DOK","SIDM00540","910936","HNSC","aero_digestive_tract","head_and_neck","GDSC1","337"
"DOK","SIDM00540","910936","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"DOV13","SIDM00969","1479987","OV","urogenital_system","ovary","GDSC1","302"
"DOV13","SIDM00969","1479987","OV","urogenital_system","ovary","GDSC2","280"
"DSH1","SIDM00970","753552","BLCA","urogenital_system","bladder","GDSC1","386"
"DSH1","SIDM00970","753552","BLCA","urogenital_system","bladder","GDSC2","282"
"DU-145","SIDM00120","905935","PRAD","urogenital_system","prostate","GDSC1","345"
"DU-145","SIDM00120","905935","PRAD","urogenital_system","prostate","GDSC2","281"
"DU-4475","SIDM01001","906844","BRCA","breast","breast","GDSC1","383"
"DU-4475","SIDM01001","906844","BRCA","breast","breast","GDSC2","282"
"Daoy","SIDM00887","906833","MB","nervous_system","medulloblastoma","GDSC1","343"
"Daoy","SIDM00887","906833","MB","nervous_system","medulloblastoma","GDSC2","280"
"Daudi","SIDM00845","906831","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","391"
"Daudi","SIDM00845","906831","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"Detroit562","SIDM00831","906837","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"Detroit562","SIDM00831","906837","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"DiFi","SIDM00049","1789883","COREAD","digestive_system","large_intestine","GDSC1","174"
"DiFi","SIDM00049","1789883","COREAD","digestive_system","large_intestine","GDSC2","282"
"DoTc2-4510","SIDM00864","906843","CESC","urogenital_system","cervix","GDSC1","337"
"DoTc2-4510","SIDM00864","906843","CESC","urogenital_system","cervix","GDSC2","282"
"EB-3","SIDM00793","906847","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","383"
"EB-3","SIDM00793","906847","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"EB2","SIDM00863","906846","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","387"
"EB2","SIDM00863","906846","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","282"
"EBC-1","SIDM00486","753554","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","345"
"EBC-1","SIDM00486","753554","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"EC-GI-10","SIDM00278","753555","ESCA","aero_digestive_tract","oesophagus","GDSC1","394"
"EC-GI-10","SIDM00278","753555","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"ECC10","SIDM00280","906848","UNCLASSIFIED","digestive_system","stomach","GDSC1","343"
"ECC10","SIDM00280","906848","UNCLASSIFIED","digestive_system","stomach","GDSC2","281"
"ECC12","SIDM00279","906849","UNCLASSIFIED","digestive_system","stomach","GDSC1","32"
"ECC12","SIDM00279","906849","UNCLASSIFIED","digestive_system","stomach","GDSC2","202"
"EFM-19","SIDM01056","906851","BRCA","breast","breast","GDSC1","344"
"EFM-19","SIDM01056","906851","BRCA","breast","breast","GDSC2","286"
"EFM-192A","SIDM01002","1290798","BRCA","breast","breast","GDSC1","352"
"EFM-192A","SIDM01002","1290798","BRCA","breast","breast","GDSC2","283"
"EFO-21","SIDM01052","911905","OV","urogenital_system","ovary","GDSC1","347"
"EFO-21","SIDM01052","911905","OV","urogenital_system","ovary","GDSC2","282"
"EFO-27","SIDM01051","906852","UNCLASSIFIED","urogenital_system","ovary","GDSC1","347"
"EFO-27","SIDM01051","906852","UNCLASSIFIED","urogenital_system","ovary","GDSC2","257"
"EHEB","SIDM01049","906854","CLL","blood","lymphoid_neoplasm_other","GDSC1","295"
"EJM","SIDM01048","1297447","MM","blood","lymphoid_neoplasm_other","GDSC1","385"
"EJM","SIDM01048","1297447","MM","blood","lymphoid_neoplasm_other","GDSC2","281"
"EKVX","SIDM00119","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","393"
"EKVX","SIDM00119","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","261"
"EM-2","SIDM01047","906855","LCML","blood","chronic_myeloid_leukaemia","GDSC1","385"
"EM-2","SIDM01047","906855","LCML","blood","chronic_myeloid_leukaemia","GDSC2","280"
"EMC-BAC-1","SIDM00048","1503369","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","302"
"EMC-BAC-1","SIDM00048","1503369","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","179"
"EMC-BAC-2","SIDM00047","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","306"
"EMC-BAC-2","SIDM00047","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"EN","SIDM01045","1240127","UCEC","urogenital_system","endometrium","GDSC1","350"
"EN","SIDM01045","1240127","UCEC","urogenital_system","endometrium","GDSC2","282"
"EPLC-272H","SIDM01044","753556","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","353"
"EPLC-272H","SIDM01044","753556","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"ES-2","SIDM00861","1240128","UNCLASSIFIED","urogenital_system","ovary","GDSC1","392"
"ES-2","SIDM00861","1240128","UNCLASSIFIED","urogenital_system","ovary","GDSC2","280"
"ES1","SIDM00266","949158","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","389"
"ES1","SIDM00266","949158","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","168"
"ES4","SIDM00264","949156","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","393"
"ES4","SIDM00264","949156","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","279"
"ES5","SIDM00263","684057","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","374"
"ES5","SIDM00263","684057","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","257"
"ES6","SIDM00262","949157","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","392"
"ES6","SIDM00262","949157","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"ES7","SIDM00269","684059","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","392"
"ES7","SIDM00269","684059","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"ES8","SIDM00261","949155","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","389"
"ES8","SIDM00261","949155","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"ESO26","SIDM00539","1503366","ESCA","aero_digestive_tract","oesophagus","GDSC1","310"
"ESO26","SIDM00539","1503366","ESCA","aero_digestive_tract","oesophagus","GDSC2","280"
"ESO51","SIDM00538","1503367","ESCA","aero_digestive_tract","oesophagus","GDSC1","258"
"ESO51","SIDM00538","1503367","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"ESS-1","SIDM01043","907000","UNCLASSIFIED","urogenital_system","endometrium","GDSC1","344"
"ESS-1","SIDM01043","907000","UNCLASSIFIED","urogenital_system","endometrium","GDSC2","282"
"ETK-1","SIDM00276","906861","UNCLASSIFIED","digestive_system","biliary_tract","GDSC1","394"
"ETK-1","SIDM00276","906861","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","281"
"EVSA-T","SIDM01042","906862","BRCA","breast","breast","GDSC1","392"
"EVSA-T","SIDM01042","906862","BRCA","breast","breast","GDSC2","284"
"EW-1","SIDM00205","949163","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","394"
"EW-1","SIDM00205","949163","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-11","SIDM00203","684062","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","344"
"EW-11","SIDM00203","684062","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"EW-12","SIDM00200","949162","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","41"
"EW-12","SIDM00200","949162","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","179"
"EW-13","SIDM00621","949166","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","387"
"EW-13","SIDM00621","949166","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","258"
"EW-16","SIDM00198","949165","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","368"
"EW-16","SIDM00198","949165","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-18","SIDM00197","949164","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","387"
"EW-18","SIDM00197","949164","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-22","SIDM00196","949167","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","244"
"EW-22","SIDM00196","949167","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"EW-24","SIDM00195","949168","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","387"
"EW-24","SIDM00195","949168","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-3","SIDM00202","949161","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","385"
"EW-3","SIDM00202","949161","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-7","SIDM00201","949160","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","353"
"EW-7","SIDM00201","949160","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EoL-1-cell","SIDM00277","906856","UNCLASSIFIED","blood","haematopoietic_neoplasm_other","GDSC1","381"
"EoL-1-cell","SIDM00277","906856","UNCLASSIFIED","blood","haematopoietic_neoplasm_other","GDSC2","282"
"FADU","SIDM00860","906863","HNSC","aero_digestive_tract","head_and_neck","GDSC1","325"
"FADU","SIDM00860","906863","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"FLO-1","SIDM01041","1503361","ESCA","aero_digestive_tract","oesophagus","GDSC1","302"
"FLO-1","SIDM01041","1503361","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"FTC-133","SIDM00213","906864","THCA","thyroid","thyroid","GDSC1","327"
"FTC-133","SIDM00213","906864","THCA","thyroid","thyroid","GDSC2","268"
"FU-OV-1","SIDM01040","1240129","OV","urogenital_system","ovary","GDSC1","343"
"FU-OV-1","SIDM01040","1240129","OV","urogenital_system","ovary","GDSC2","161"
"FU97","SIDM00503","1290806","STAD","digestive_system","stomach","GDSC1","345"
"FU97","SIDM00503","1290806","STAD","digestive_system","stomach","GDSC2","170"
"Farage","SIDM00859","1297449","DLBC","blood","B_cell_lymphoma","GDSC1","391"
"Farage","SIDM00859","1297449","DLBC","blood","B_cell_lymphoma","GDSC2","255"
"G-292-Clone-A141B1","SIDM00858","1290807","UNCLASSIFIED","bone","osteosarcoma","GDSC1","345"
"G-292-Clone-A141B1","SIDM00858","1290807","UNCLASSIFIED","bone","osteosarcoma","GDSC2","282"
"G-361","SIDM00857","906865","SKCM","skin","melanoma","GDSC1","341"
"G-361","SIDM00857","906865","SKCM","skin","melanoma","GDSC2","281"
"G-401","SIDM00856","907299","UNCLASSIFIED","kidney","kidney","GDSC1","351"
"G-401","SIDM00856","907299","UNCLASSIFIED","kidney","kidney","GDSC2","281"
"G-402","SIDM00855","907298","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","344"
"G-402","SIDM00855","907298","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","280"
"G-MEL","SIDM00129","1240130","SKCM","skin","melanoma","GDSC1","345"
"G-MEL","SIDM00129","1240130","SKCM","skin","melanoma","GDSC2","256"
"GA-10","SIDM00854","1303896","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","272"
"GA-10","SIDM00854","1303896","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"GAK","SIDM00543","910932","SKCM","skin","melanoma","GDSC1","387"
"GAK","SIDM00543","910932","SKCM","skin","melanoma","GDSC2","282"
"GAMG","SIDM01055","906868","LGG","nervous_system","glioma","GDSC1","347"
"GAMG","SIDM01055","906868","LGG","nervous_system","glioma","GDSC2","282"
"GB-1","SIDM00581","687568","GBM","nervous_system","glioma","GDSC1","394"
"GB-1","SIDM00581","687568","GBM","nervous_system","glioma","GDSC2","281"
"GCIY","SIDM00274","906869","STAD","digestive_system","stomach","GDSC1","287"
"GCIY","SIDM00274","906869","STAD","digestive_system","stomach","GDSC2","282"
"GCT","SIDM00853","906999","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","342"
"GCT","SIDM00853","906999","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","281"
"GDM-1","SIDM01057","906870","LAML","blood","acute_myeloid_leukaemia","GDSC1","382"
"GDM-1","SIDM01057","906870","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"GI-1","SIDM00273","906871","LGG","nervous_system","glioma","GDSC1","391"
"GI-1","SIDM00273","906871","LGG","nervous_system","glioma","GDSC2","271"
"GI-ME-N","SIDM00227","906872","NB","nervous_system","neuroblastoma","GDSC1","394"
"GI-ME-N","SIDM00227","906872","NB","nervous_system","neuroblastoma","GDSC2","281"
"GOTO","SIDM00544","906875","NB","nervous_system","neuroblastoma","GDSC1","385"
"GOTO","SIDM00544","906875","NB","nervous_system","neuroblastoma","GDSC2","281"
"GP5d","SIDM00537","907291","COREAD","digestive_system","large_intestine","GDSC1","346"
"GP5d","SIDM00537","907291","COREAD","digestive_system","large_intestine","GDSC2","281"
"GR-ST","SIDM01259","906877","ALL","blood","lymphoblastic_leukemia","GDSC1","393"
"GR-ST","SIDM01259","906877","ALL","blood","lymphoblastic_leukemia","GDSC2","282"
"GRANTA-519","SIDM01058","1303897","DLBC","blood","B_cell_lymphoma","GDSC1","383"
"GRANTA-519","SIDM01058","1303897","DLBC","blood","B_cell_lymphoma","GDSC2","280"
"H-EMC-SS","SIDM00535","907290","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","376"
"H-EMC-SS","SIDM00535","907290","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","282"
"H3255","SIDM00046","1247873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","345"
"H3255","SIDM00046","1247873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","257"
"H4","SIDM00852","907042","LGG","nervous_system","glioma","GDSC1","344"
"H4","SIDM00852","907042","LGG","nervous_system","glioma","GDSC2","281"
"H9","SIDM01251","907043","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","383"
"H9","SIDM01251","907043","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","276"
"HA7-RCC","SIDM00188","753558","KIRC","kidney","kidney","GDSC1","386"
"HA7-RCC","SIDM00188","753558","KIRC","kidney","kidney","GDSC2","257"
"HAL-01","SIDM00289","949153","ALL","blood","lymphoblastic_leukemia","GDSC1","387"
"HAL-01","SIDM00289","949153","ALL","blood","lymphoblastic_leukemia","GDSC2","281"
"HARA","SIDM00598","1240142","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","352"
"HARA","SIDM00598","1240142","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"HC-1","SIDM01073","907044","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC1","386"
"HC-1","SIDM01073","907044","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC2","280"
"HCC-15","SIDM01072","1240143","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","351"
"HCC-15","SIDM01072","1240143","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","279"
"HCC-33","SIDM01071","1303901","SCLC","lung","lung_small_cell_carcinoma","GDSC1","219"
"HCC-33","SIDM01071","1303901","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"HCC-366","SIDM01070","1240144","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","173"
"HCC-366","SIDM01070","1240144","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","257"
"HCC-44","SIDM01069","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","347"
"HCC-44","SIDM01069","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","271"
"HCC-78","SIDM01068","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","352"
"HCC-78","SIDM01068","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"HCC-827","SIDM01067","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","342"
"HCC-827","SIDM01067","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"HCC1143","SIDM00866","749710","BRCA","breast","breast","GDSC1","168"
"HCC1143","SIDM00866","749710","BRCA","breast","breast","GDSC2","284"
"HCC1187","SIDM00885","749711","BRCA","breast","breast","GDSC1","384"
"HCC1187","SIDM00885","749711","BRCA","breast","breast","GDSC2","284"
"HCC1395","SIDM00884","749712","BRCA","breast","breast","GDSC1","350"
"HCC1395","SIDM00884","749712","BRCA","breast","breast","GDSC2","176"
"HCC1419","SIDM00882","907045","BRCA","breast","breast","GDSC1","352"
"HCC1419","SIDM00882","907045","BRCA","breast","breast","GDSC2","280"
"HCC1428","SIDM00881","1290905","BRCA","breast","breast","GDSC1","353"
"HCC1428","SIDM00881","1290905","BRCA","breast","breast","GDSC2","285"
"HCC1500","SIDM00879","1303900","BRCA","breast","breast","GDSC1","358"
"HCC1500","SIDM00879","1303900","BRCA","breast","breast","GDSC2","275"
"HCC1569","SIDM00878","907046","BRCA","breast","breast","GDSC1","354"
"HCC1569","SIDM00878","907046","BRCA","breast","breast","GDSC2","259"
"HCC1599","SIDM00877","749713","BRCA","breast","breast","GDSC1","261"
"HCC1599","SIDM00877","749713","BRCA","breast","breast","GDSC2","186"
"HCC1806","SIDM00875","907047","UNCLASSIFIED","breast","breast","GDSC1","345"
"HCC1806","SIDM00875","907047","UNCLASSIFIED","breast","breast","GDSC2","284"
"HCC1937","SIDM00874","749714","BRCA","breast","breast","GDSC1","354"
"HCC1937","SIDM00874","749714","BRCA","breast","breast","GDSC2","285"
"HCC1954","SIDM00872","749709","BRCA","breast","breast","GDSC1","352"
"HCC1954","SIDM00872","749709","BRCA","breast","breast","GDSC2","285"
"HCC202","SIDM00870","1290906","BRCA","breast","breast","GDSC1","312"
"HCC202","SIDM00870","1290906","BRCA","breast","breast","GDSC2","14"
"HCC2157","SIDM00774","749715","BRCA","breast","breast","GDSC1","397"
"HCC2157","SIDM00774","749715","BRCA","breast","breast","GDSC2","268"
"HCC2218","SIDM00772","749716","BRCA","breast","breast","GDSC1","394"
"HCC2218","SIDM00772","749716","BRCA","breast","breast","GDSC2","178"
"HCC2998","SIDM00118","905971","COREAD","digestive_system","large_intestine","GDSC1","367"
"HCC2998","SIDM00118","905971","COREAD","digestive_system","large_intestine","GDSC2","282"
"HCC38","SIDM00675","749717","BRCA","breast","breast","GDSC1","354"
"HCC38","SIDM00675","749717","BRCA","breast","breast","GDSC2","286"
"HCC70","SIDM00673","907048","BRCA","breast","breast","GDSC1","346"
"HCC70","SIDM00673","907048","BRCA","breast","breast","GDSC2","286"
"HCE-4","SIDM00052","753559","ESCA","aero_digestive_tract","oesophagus","GDSC1","367"
"HCE-4","SIDM00052","753559","ESCA","aero_digestive_tract","oesophagus","GDSC2","180"
"HCT-116","SIDM00783","905936","COREAD","digestive_system","large_intestine","GDSC1","344"
"HCT-116","SIDM00783","905936","COREAD","digestive_system","large_intestine","GDSC2","283"
"HCT-15","SIDM00789","905937","COREAD","digestive_system","large_intestine","GDSC1","342"
"HCT-15","SIDM00789","905937","COREAD","digestive_system","large_intestine","GDSC2","284"
"HDLM-2","SIDM01064","924110","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","388"
"HDLM-2","SIDM01064","924110","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"HDQ-P1","SIDM01062","1290922","BRCA","breast","breast","GDSC1","346"
"HDQ-P1","SIDM01062","1290922","BRCA","breast","breast","GDSC2","285"
"HEC-1","SIDM00596","907051","UCEC","urogenital_system","endometrium","GDSC1","354"
"HEC-1","SIDM00596","907051","UCEC","urogenital_system","endometrium","GDSC2","281"
"HEL","SIDM00594","907053","LAML","blood","acute_myeloid_leukaemia","GDSC1","387"
"HEL","SIDM00594","907053","LAML","blood","acute_myeloid_leukaemia","GDSC2","257"
"HGC-27","SIDM00290","907055","STAD","digestive_system","stomach","GDSC1","325"
"HGC-27","SIDM00290","907055","STAD","digestive_system","stomach","GDSC2","279"
"HH","SIDM00671","907056","UNCLASSIFIED","blood","T_cell_leukemia","GDSC1","386"
"HH","SIDM00671","907056","UNCLASSIFIED","blood","T_cell_leukemia","GDSC2","282"
"HL-60","SIDM00829","905938","LAML","blood","acute_myeloid_leukaemia","GDSC1","386"
"HL-60","SIDM00829","905938","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"HLE","SIDM00064","907057","LIHC","digestive_system","liver","GDSC1","346"
"HLE","SIDM00064","907057","LIHC","digestive_system","liver","GDSC2","282"
"HMV-II","SIDM00291","907058","SKCM","skin","melanoma","GDSC1","335"
"HMV-II","SIDM00291","907058","SKCM","skin","melanoma","GDSC2","282"
"HO-1-N-1","SIDM00592","924111","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"HO-1-N-1","SIDM00592","924111","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"HO-1-u-1","SIDM00591","753561","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"HO-1-u-1","SIDM00591","753561","HNSC","aero_digestive_tract","head_and_neck","GDSC2","170"
"HOP-62","SIDM00133","905972","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","385"
"HOP-62","SIDM00133","905972","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"HOP-92","SIDM00134","905973","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","291"
"HOP-92","SIDM00134","905973","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"HOS","SIDM00806","907060","UNCLASSIFIED","bone","osteosarcoma","GDSC1","343"
"HOS","SIDM00806","907060","UNCLASSIFIED","bone","osteosarcoma","GDSC2","282"
"HPAC","SIDM00670","1298136","PAAD","pancreas","pancreas","GDSC1","317"
"HPAC","SIDM00670","1298136","PAAD","pancreas","pancreas","GDSC2","281"
"HPAF-II","SIDM00669","724869","PAAD","pancreas","pancreas","GDSC1","347"
"HPAF-II","SIDM00669","724869","PAAD","pancreas","pancreas","GDSC2","247"
"HSC-2","SIDM00590","753562","HNSC","aero_digestive_tract","head_and_neck","GDSC1","352"
"HSC-2","SIDM00590","753562","HNSC","aero_digestive_tract","head_and_neck","GDSC2","280"
"HSC-3","SIDM00589","907061","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"HSC-3","SIDM00589","907061","HNSC","aero_digestive_tract","head_and_neck","GDSC2","280"
"HSC-39","SIDM00045","1322224","STAD","digestive_system","stomach","GDSC1","388"
"HSC-39","SIDM00045","1322224","STAD","digestive_system","stomach","GDSC2","169"
"HSC-4","SIDM00588","907062","HNSC","aero_digestive_tract","head_and_neck","GDSC1","329"
"HSC-4","SIDM00588","907062","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"HT","SIDM00661","907063","DLBC","blood","B_cell_lymphoma","GDSC1","386"
"HT","SIDM00661","907063","DLBC","blood","B_cell_lymphoma","GDSC2","177"
"HT-1080","SIDM00828","907064","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC1","342"
"HT-1080","SIDM00828","907064","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC2","281"
"HT-115","SIDM00534","907289","COREAD","digestive_system","large_intestine","GDSC1","347"
"HT-115","SIDM00534","907289","COREAD","digestive_system","large_intestine","GDSC2","258"
"HT-1197","SIDM00676","907065","BLCA","urogenital_system","bladder","GDSC1","353"
"HT-1197","SIDM00676","907065","BLCA","urogenital_system","bladder","GDSC2","266"
"HT-1376","SIDM00678","907066","BLCA","urogenital_system","bladder","GDSC1","345"
"HT-1376","SIDM00678","907066","BLCA","urogenital_system","bladder","GDSC2","202"
"HT-144","SIDM00695","907067","SKCM","skin","melanoma","GDSC1","383"
"HT-144","SIDM00695","907067","SKCM","skin","melanoma","GDSC2","280"
"HT-29","SIDM00136","905939","COREAD","digestive_system","large_intestine","GDSC1","360"
"HT-29","SIDM00136","905939","COREAD","digestive_system","large_intestine","GDSC2","297"
"HT-3","SIDM00679","907068","CESC","urogenital_system","cervix","GDSC1","342"
"HT-3","SIDM00679","907068","CESC","urogenital_system","cervix","GDSC2","281"
"HT55","SIDM00541","907287","COREAD","digestive_system","large_intestine","GDSC1","326"
"HT55","SIDM00541","907287","COREAD","digestive_system","large_intestine","GDSC2","282"
"HTC-C3","SIDM00496","924151","THCA","thyroid","thyroid","GDSC1","345"
"HTC-C3","SIDM00496","924151","THCA","thyroid","thyroid","GDSC2","281"
"HeLa","SIDM00846","1298134","CESC","urogenital_system","cervix","GDSC1","341"
"HeLa","SIDM00846","1298134","CESC","urogenital_system","cervix","GDSC2","281"
"Hep3B2-1-7","SIDM00672","1240147","LIHC","digestive_system","liver","GDSC1","341"
"Hep3B2-1-7","SIDM00672","1240147","LIHC","digestive_system","liver","GDSC2","257"
"Hey","SIDM00968","1479988","OV","urogenital_system","ovary","GDSC1","300"
"Hey","SIDM00968","1479988","OV","urogenital_system","ovary","GDSC2","281"
"Hs-445","SIDM00668","1322218","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","325"
"Hs-445","SIDM00668","1322218","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"Hs-578-T","SIDM00135","905957","BRCA","breast","breast","GDSC1","352"
"Hs-578-T","SIDM00135","905957","BRCA","breast","breast","GDSC2","285"
