,Drug_ID,Cell Line_ID,Y
28291,Gemcitabine,NAMALWA,-5.352788
28292,Gemcitabine,NB69,-3.675494
28293,Gemcitabine,NCCIT,4.227575
28294,Gemcitabine,NCI-H520,-2.527186
28295,Gemcitabine,SNU-1,-2.067547
28296,Gemcitabine,SNU-5,-3.599248
28297,Gemcitabine,SNU-16,-4.076556
28298,Gemcitabine,NH-12,-0.816394
28299,Gemcitabine,NKM-1,-4.403561
28300,Gemcitabine,NOMO-1,-4.324703
28301,Gemcitabine,NTERA-2-cl-D1,2.98003
28302,Gemcitabine,NUGC-3,-3.82564
28303,Gemcitabine,NCI-H747,1.827734
28304,Gemcitabine,NCI-H716,3.695926
28305,Gemcitabine,NCI-H596,3.869476
28306,Gemcitabine,NCI-H441,1.401581
28307,Gemcitabine,NCI-N87,1.038387
28308,Gemcitabine,NCI-H2452,3.229598
28309,Gemcitabine,NCI-H1793,1.960069
28310,Gemcitabine,NCI-H358,2.713351
28311,Gemcitabine,NCI-H1155,-2.795262
28312,Gemcitabine,NCI-H28,0.245619
28313,Gemcitabine,NCI-H1581,2.373045
28314,Gemcitabine,NCI-H1573,5.75664
28315,Gemcitabine,NCI-H1666,0.454625
28316,Gemcitabine,NCI-H1703,-4.595917
28317,Gemcitabine,NCI-H1755,2.208654
28318,Gemcitabine,NCI-H1993,-2.724457
28319,Gemcitabine,NCI-H524,-2.1635
28320,Gemcitabine,ONS-76,1.267901
28321,Gemcitabine,OPM-2,-2.472961
28322,Gemcitabine,OS-RC-2,3.689536
28323,Gemcitabine,P12-ICHIKAWA,-4.853361
28324,Gemcitabine,P30-OHK,-3.002522
28325,Gemcitabine,P31-FUJ,-2.493901
28326,Gemcitabine,PA-1,-2.646383
28327,Gemcitabine,OCUB-M,2.095869
28328,Gemcitabine,OC-314,-3.6551
28329,Gemcitabine,PF-382,-3.137358
28330,Gemcitabine,Raji,-5.574345
28331,Gemcitabine,RCM-1,2.237295
28332,Gemcitabine,RD,2.210433
28333,Gemcitabine,REH,-3.275783
28334,Gemcitabine,RF-48,-2.924536
28335,Gemcitabine,RKO,-3.661046
28336,Gemcitabine,RMG-I,4.083819
28337,Gemcitabine,RPMI-6666,-5.077929
28338,Gemcitabine,RPMI-8402,-3.658191
28339,Gemcitabine,RS4-11,-3.94066
28340,Gemcitabine,RT-112,0.697752
28341,Gemcitabine,Saos-2,0.452037
28342,Gemcitabine,SAS,-4.581143
28343,Gemcitabine,SCC-9,3.076756
28344,Gemcitabine,SH-4,-1.406345
28345,Gemcitabine,SJRH30,-3.514709
28346,Gemcitabine,SJSA-1,-2.326716
28347,Gemcitabine,SK-CO-1,-2.165391
28348,Gemcitabine,SK-HEP-1,1.21178
28349,Gemcitabine,SK-LMS-1,-3.071356
28350,Gemcitabine,SK-LU-1,1.662294
28351,Gemcitabine,SK-MEL-1,1.573756
28352,Gemcitabine,SK-MEL-24,-1.35731
28353,Gemcitabine,SK-MES-1,-0.904876
28354,Gemcitabine,SK-MG-1,3.375374
28355,Gemcitabine,SK-PN-DW,-0.55823
28356,Gemcitabine,SK-UT-1,-3.802729
28357,Gemcitabine,SNG-M,-3.509864
28358,Gemcitabine,SNU-387,4.388797
28359,Gemcitabine,SNU-423,1.241554
28360,Gemcitabine,SNU-449,2.445318
28361,Gemcitabine,SNU-C2B,-0.035324
28362,Gemcitabine,SUP-T1,-4.18236
28363,Gemcitabine,SW13,-3.865964
28364,Gemcitabine,SW1088,3.971133
28365,Gemcitabine,SW1116,3.582597
28366,Gemcitabine,SW1417,2.095792
28367,Gemcitabine,SW1463,4.202838
28368,Gemcitabine,SW1710,3.117508
28369,Gemcitabine,SW1783,-3.507331
28370,Gemcitabine,SW48,2.804319
28371,Gemcitabine,SW626,2.261586
28372,Gemcitabine,SW684,3.859779
28373,Gemcitabine,SW837,1.98808
28374,Gemcitabine,SW872,-1.767473
28375,Gemcitabine,SW948,4.473668
28376,Gemcitabine,SW982,-2.792371
28377,Gemcitabine,T84,0.075323
28378,Gemcitabine,TGBC1TKB,3.220975
28379,Gemcitabine,TGBC11TKB,-2.864318
28380,Gemcitabine,TUR,-2.545608
28381,Gemcitabine,TYK-nu,-3.19975
28382,Gemcitabine,U-2-OS,4.413231
28383,Gemcitabine,U-698-M,-2.870498
28384,Gemcitabine,UMC-11,3.368949
28385,Gemcitabine,VM-CUB-1,-3.472295
28386,Gemcitabine,VMRC-RCZ,5.185046
28387,Gemcitabine,WM-115,0.682195
28388,Gemcitabine,WSU-NHL,-5.630266
28389,Gemcitabine,YAPC,-0.63747
28390,Gemcitabine,YH-13,0.863594
28391,Gemcitabine,ZR-75-30,4.86883
28392,Gemcitabine,RCC10RGB,0.017493
28393,Gemcitabine,KURAMOCHI,5.960446
28394,Gemcitabine,KM-H2,-2.319748
28395,Gemcitabine,HuO-3N1,-0.059265
28396,Gemcitabine,OE19,2.866363
28397,Gemcitabine,Ramos-2G6-4C10,-0.157664
28398,Gemcitabine,PSN1,-3.477813
28399,Gemcitabine,OAW-42,-2.132434
28400,Gemcitabine,OE33,-2.208387
28401,Gemcitabine,CW-2,0.763339
28402,Gemcitabine,CGTH-W-1,-1.632484
28403,Gemcitabine,COLO-320-HSR,-2.260258
28404,Gemcitabine,ATN-1,-5.908896
28405,Gemcitabine,COLO-678,4.179505
28406,Gemcitabine,COLO-684,2.651798
28407,Gemcitabine,COLO-668,-1.725511
28408,Gemcitabine,LN-405,4.21898
28409,Gemcitabine,TGBC24TKB,-0.131444
28410,Gemcitabine,BFTC-909,-3.045156
28411,Gemcitabine,C2BBe1,3.020376
28412,Gemcitabine,AsPC-1,2.888522
28413,Gemcitabine,CA46,-2.755974
28414,Gemcitabine,AU565,-2.761109
28415,Gemcitabine,BALL-1,-5.609167
28416,Gemcitabine,BL-41,-4.695271
28417,Gemcitabine,BV-173,-3.930705
28418,Gemcitabine,IA-LM,3.214119
28419,Gemcitabine,TGW,2.489768
28420,Gemcitabine,AN3-CA,5.40386
28421,Gemcitabine,A204,-1.887435
28422,Gemcitabine,NY,-3.129946
28423,Gemcitabine,C3A,-0.263403
28424,Gemcitabine,CAL-85-1,1.550511
28425,Gemcitabine,CHL-1,3.082513
28426,Gemcitabine,NCI-H1651,-1.080319
28427,Gemcitabine,RPMI-7951,-3.27362
28428,Gemcitabine,SCC-4,1.750759
28429,Gemcitabine,SNU-C1,2.934981
28430,Gemcitabine,ST486,-3.76876
28431,Gemcitabine,SW1990,3.235899
28432,Gemcitabine,UACC-812,2.848683
28433,Gemcitabine,SCC-15,-1.012877
28434,Gemcitabine,CAPAN-2,6.05712
28435,Gemcitabine,CAL-27,-3.483103
28436,Gemcitabine,BC-1,-4.113275
28437,Gemcitabine,A704,2.191826
28438,Gemcitabine,A101D,-4.53965
28439,Gemcitabine,769-P,-2.5623
28440,Gemcitabine,23132-87,-1.023505
28441,Gemcitabine,BFTC-905,-4.853316
28442,Gemcitabine,CAL-51,-3.705927
28443,Gemcitabine,SCC-3,-4.720442
28444,Gemcitabine,GAK,1.428478
28445,Gemcitabine,AM-38,-3.506629
28446,Gemcitabine,A4-Fuk,-4.670424
28447,Gemcitabine,A3-KAW,-5.191813
28448,Gemcitabine,DOK,1.341663
28449,Gemcitabine,COR-L279,-1.737757
28450,Gemcitabine,CHP-134,-2.685873
28451,Gemcitabine,NEC8,-3.433326
28452,Gemcitabine,CAS-1,2.496654
28453,Gemcitabine,OCI-AML2,-5.012886
28454,Gemcitabine,MFM-223,4.531873
28455,Gemcitabine,CML-T1,-4.389697
28456,Gemcitabine,CAL-54,-3.531749
28457,Gemcitabine,EFO-21,0.417389
28458,Gemcitabine,LS-1034,0.511899
28459,Gemcitabine,22RV1,-2.79927
28460,Gemcitabine,8505C,-2.180484
28461,Gemcitabine,B-CPAP,-2.051207
28462,Gemcitabine,BPH-1,-2.229221
28463,Gemcitabine,CAL-148,-1.136868
28464,Gemcitabine,CAL-39,-3.268874
28465,Gemcitabine,CaR-1,0.877277
28466,Gemcitabine,HDLM-2,0.208245
28467,Gemcitabine,HO-1-N-1,-2.777553
28468,Gemcitabine,HTC-C3,2.695604
28469,Gemcitabine,KGN,-5.055268
28470,Gemcitabine,KLE,5.546066
28471,Gemcitabine,K5,1.102712
28472,Gemcitabine,L-363,1.139312
28473,Gemcitabine,MDA-MB-415,3.857519
28474,Gemcitabine,NCI-H1975,-0.705631
28475,Gemcitabine,MKN7,4.193422
28476,Gemcitabine,MDA-MB-157,-1.721302
28477,Gemcitabine,MKN45,-0.834693
28478,Gemcitabine,NCI-H810,-2.010723
28479,Gemcitabine,MFH-ino,2.508258
28480,Gemcitabine,NOS-1,3.969297
28481,Gemcitabine,PANC-03-27,-2.112447
28482,Gemcitabine,PANC-08-13,5.667779
28483,Gemcitabine,PANC-10-05,0.783625
28484,Gemcitabine,RL95-2,2.184589
28485,Gemcitabine,RO82-W-1,3.692121
28486,Gemcitabine,SiHa,4.254412
28487,Gemcitabine,SKG-IIIa,2.699373
28488,Gemcitabine,TT,3.432564
28489,Gemcitabine,TE-9,0.285227
28490,Gemcitabine,TE-6,0.943543
28491,Gemcitabine,TC-YIK,-3.922749
28492,Gemcitabine,YT,-3.200352
28493,Gemcitabine,BT-474,6.165265
28494,Gemcitabine,OAW-28,1.614151
28495,Gemcitabine,LCLC-97TM1,1.102714
28496,Gemcitabine,D-263MG,-0.065065
28497,Gemcitabine,D-392MG,0.228424
28498,Gemcitabine,CAMA-1,2.486907
28499,Gemcitabine,Caov-4,-2.154463
28500,Gemcitabine,BT-483,7.779926
28501,Gemcitabine,M059J,-2.069468
28502,Gemcitabine,HAL-01,-5.212514
28503,Gemcitabine,ES8,-5.34798
28504,Gemcitabine,ES4,-4.73785
28505,Gemcitabine,ES6,-1.482745
28506,Gemcitabine,ES1,-2.724471
28507,Gemcitabine,EW-7,-5.352926
28508,Gemcitabine,EW-3,-5.025374
28509,Gemcitabine,EW-1,-5.227778
28510,Gemcitabine,EW-18,0.358162
28511,Gemcitabine,EW-16,-4.116763
28512,Gemcitabine,EW-13,-3.645146
28513,Gemcitabine,EW-22,-5.11278
28514,Gemcitabine,EW-24,-0.806943
28515,Gemcitabine,NB10,-2.898677
28516,Gemcitabine,NB12,-0.807672
28517,Gemcitabine,NB7,1.866442
28518,Gemcitabine,NB13,-2.524814
28519,Gemcitabine,NB14,-2.545911
28520,Gemcitabine,NB1,-0.684923
28521,Gemcitabine,RH-1,-5.274235
28522,Gemcitabine,Jurkat,-2.443328
28523,Gemcitabine,LS-180,-2.367117
28524,Gemcitabine,BICR22,-3.192414
28525,Gemcitabine,BICR78,-1.831159
28526,Gemcitabine,CCK-81,-1.712226
28527,Gemcitabine,CL-40,0.8222
28528,Gemcitabine,EN,4.467694
28529,Gemcitabine,ES-2,-3.818555
28530,Gemcitabine,FU-OV-1,7.129354
28531,Gemcitabine,NCI-H2591,3.947883
28532,Gemcitabine,NCI-H2595,4.221815
28533,Gemcitabine,NCI-H2731,2.13589
28534,Gemcitabine,NCI-H3118,-3.14215
28535,Gemcitabine,NCI-H513,2.450083
28536,Gemcitabine,HARA,-2.637231
28537,Gemcitabine,HCC-15,-1.817209
28538,Gemcitabine,HCC-44,-0.639657
28539,Gemcitabine,HCC-827,2.639004
28540,Gemcitabine,Hs-633T,-4.298821
28541,Gemcitabine,Hs-746T,3.129176
28542,Gemcitabine,IGR-37,-2.570939
28543,Gemcitabine,IHH-4,-4.770826
28544,Gemcitabine,IM-95,2.346587
28545,Gemcitabine,JHH-2,2.649349
28546,Gemcitabine,JHH-4,0.798909
28547,Gemcitabine,JHH-6,3.446888
28548,Gemcitabine,JHH-7,3.182255
28549,Gemcitabine,JHU-022,-1.767603
28550,Gemcitabine,KYM-1,-3.358185
28551,Gemcitabine,KYSE-220,-4.335378
28552,Gemcitabine,LN-18,1.99022
28553,Gemcitabine,LN-229,5.247959
28554,Gemcitabine,MDA-MB-436,0.835353
28555,Gemcitabine,MDST8,-1.112663
28556,Gemcitabine,MFE-319,4.312051
28557,Gemcitabine,MS751,3.355767
28558,Gemcitabine,NB(TU)1-10,3.444592
28559,Gemcitabine,NCI-H1869,3.756508
28560,Gemcitabine,NCI-H1915,3.935604
28561,Gemcitabine,NCI-H1944,-1.991506
28562,Gemcitabine,NCI-H196,6.108835
28563,Gemcitabine,NCI-H2023,-2.646308
28564,Gemcitabine,NCI-H211,-3.186902
28565,Gemcitabine,NCI-H3122,-2.1547
28566,Gemcitabine,NCI-H841,2.437145
28567,Gemcitabine,NCI-H847,-4.645692
28568,Gemcitabine,OSC-20,-2.140672
28569,Gemcitabine,OV-90,0.266796
28570,Gemcitabine,OVISE,2.870479
28571,Gemcitabine,OVKATE,6.713609
28572,Gemcitabine,OVMIU,2.241506
28573,Gemcitabine,PA-TU-8988T,1.554305
28574,Gemcitabine,PC-3_[JPC-3],-1.166899
28575,Gemcitabine,PL18,-2.772587
28576,Gemcitabine,RERF-GC-1B,0.648551
28577,Gemcitabine,RH-41,1.235885
28578,Gemcitabine,SISO,-3.096863
28579,Gemcitabine,SKN,2.300592
28580,Gemcitabine,SNU-182,2.63172
28581,Gemcitabine,SNU-398,2.658916
28582,Gemcitabine,SU8686,6.796896
28583,Gemcitabine,SUIT-2,-0.045126
28584,Gemcitabine,TC-71,-4.024524
28585,Gemcitabine,TOV-21G,1.361754
28586,Gemcitabine,TT2609-C02,5.181106
28587,Gemcitabine,WM278,-0.46754
28588,Gemcitabine,SUP-B15,-3.339537
28589,Gemcitabine,OCI-AML3,-5.230961
28590,Gemcitabine,ASH-3,2.068602
28591,Gemcitabine,BICR10,1.028861
28592,Gemcitabine,CAL-29,-3.361536
28593,Gemcitabine,CAL-78,-0.800197
28594,Gemcitabine,CL-11,-1.091636
28595,Gemcitabine,CS1,-0.789182
28596,Gemcitabine,DAN-G,-1.238977
28597,Gemcitabine,EFM-192A,4.488862
28598,Gemcitabine,FU97,4.738984
28599,Gemcitabine,G-292-Clone-A141B1,4.229703
28600,Gemcitabine,NCI-H2369,2.700372
28601,Gemcitabine,NCI-H2373,-1.107316
28602,Gemcitabine,NCI-H2461,0.229041
28603,Gemcitabine,NCI-H2722,5.144314
28604,Gemcitabine,NCI-H2795,-2.591546
28605,Gemcitabine,NCI-H2818,-0.281023
28606,Gemcitabine,HCC1428,7.74636
28607,Gemcitabine,HCC-78,-4.499701
28608,Gemcitabine,HDQ-P1,1.653134
28609,Gemcitabine,ALL-SIL,-3.590297
28610,Gemcitabine,AMO-1,-4.295717
28611,Gemcitabine,DND-41,-2.269061
28612,Gemcitabine,EJM,-2.661037
28613,Gemcitabine,HeLa,4.338103
28614,Gemcitabine,HPAC,4.908786
28615,Gemcitabine,Hs-766T,6.09109
28616,Gemcitabine,huH-1,-0.078977
28617,Gemcitabine,JHH-1,3.983693
28618,Gemcitabine,JIMT-1,2.757754
28619,Gemcitabine,KMRC-1,-3.093626
28620,Gemcitabine,KMRC-20,-2.988974
28621,Gemcitabine,KP-1N,1.619058
28622,Gemcitabine,KP-2,4.656866
28623,Gemcitabine,KP-3,6.031567
28624,Gemcitabine,KYSE-50,3.344756
28625,Gemcitabine,LC-1-sq,4.136703
28626,Gemcitabine,LOU-NH91,-0.028696
28627,Gemcitabine,NCI-H1435,2.463992
28628,Gemcitabine,NCI-H1568,0.871584
28629,Gemcitabine,NCI-H1688,3.437282
28630,Gemcitabine,NCI-H1781,-3.462355
28631,Gemcitabine,NUGC-4,5.102123
28632,Gemcitabine,OCUM-1,-0.926829
28633,Gemcitabine,OE21,2.306491
28634,Gemcitabine,OVTOKO,3.894872
28635,Gemcitabine,PANC-02-03,0.901631
28636,Gemcitabine,PANC-04-03,2.289865
28637,Gemcitabine,PA-TU-8902,3.290122
28638,Gemcitabine,PCI-30,0.062281
28639,Gemcitabine,PL4,0.249158
28640,Gemcitabine,RERF-LC-KJ,4.836557
28641,Gemcitabine,RERF-LC-Sq1,-0.481662
28642,Gemcitabine,RKN,4.421051
28643,Gemcitabine,SAT,3.29213
28644,Gemcitabine,SCC90,4.510871
28645,Gemcitabine,SKN-3,-1.754728
28646,Gemcitabine,SW1271,-0.706666
28647,Gemcitabine,T-T,2.913285
28648,Gemcitabine,TOV-112D,-4.170861
28649,Gemcitabine,VCaP,0.499406
28650,Gemcitabine,WM1552C,0.795105
28651,Gemcitabine,WM35,-1.447729
28652,Gemcitabine,WM793B,-2.940189
28653,Gemcitabine,GA-10,-4.20965
28654,Gemcitabine,GRANTA-519,-2.278313
28655,Gemcitabine,HCC1500,2.969898
28656,Gemcitabine,CHSA8926,2.747622
28657,Gemcitabine,COR-L32,-2.759982
28658,Gemcitabine,Hs-445,-5.92835
28659,Gemcitabine,HSC-39,-4.125168
28660,Gemcitabine,JJN-3,-2.100391
28661,Gemcitabine,JSC-1,-5.832762
28662,Gemcitabine,KARPAS-1106P,-3.898792
28663,Gemcitabine,KARPAS-231,-4.185421
28664,Gemcitabine,KARPAS-620,2.537796
28665,Gemcitabine,KCL-22,-3.561064
28666,Gemcitabine,KOPN-8,-6.240561
28667,Gemcitabine,L-1236,-3.38794
28668,Gemcitabine,ME-1,-0.68007
28669,Gemcitabine,MOLM-13,-4.711571
28670,Gemcitabine,MOLP-8,-4.091412
28671,Gemcitabine,NCI-H1341,-1.481899
28672,Gemcitabine,NCI-H1876,-3.896632
28673,Gemcitabine,NCI-H2066,5.53527
28674,Gemcitabine,OCI-M1,-4.945435
28675,Gemcitabine,P32-ISH,-3.250386
28676,Gemcitabine,PWR-1E,-2.686326
28677,Gemcitabine,RC-K8,-2.761476
28678,Gemcitabine,SLVL,-3.896539
28679,Gemcitabine,SU-DHL-10,-3.902512
28680,Gemcitabine,SU-DHL-5,-6.208735
28681,Gemcitabine,SU-DHL-6,-3.32434
28682,Gemcitabine,SU-DHL-8,-2.935772
28683,Gemcitabine,SUP-HD1,-2.051239
28684,Gemcitabine,SUP-M2,-3.82487
28685,Gemcitabine,TK,-3.237272
28686,Gemcitabine,VAL,-5.153106
28687,Gemcitabine,WIL2-NS,-4.854471
28688,Gemcitabine,WSU-DLCL2,-5.627843
28689,Gemcitabine,DOV13,-4.942471
28690,Gemcitabine,Hey,-3.258675
28691,Gemcitabine,OV-56,0.359353
28692,Gemcitabine,OVCA420,1.455283
28693,Gemcitabine,PEO1,-1.915261
28694,Gemcitabine,FLO-1,0.400697
28695,Gemcitabine,OACp4C,-1.206036
28696,Gemcitabine,OACM5-1,-2.77774
28697,Gemcitabine,SK-GT-2,1.703077
28698,Gemcitabine,SK-GT-4,2.776361
28699,Gemcitabine,ESO26,-2.227963
28700,Gemcitabine,ESO51,-2.875247
28701,Gemcitabine,KYAE-1,5.667241
28702,Gemcitabine,EMC-BAC-2,-2.886156
28703,Gemcitabine,TE-4,4.603298
28704,Gemcitabine,RCC-JW,-2.811478
28705,Gemcitabine,MM1S,-2.275132
28706,Gemcitabine,SNU-175,0.589319
28707,Gemcitabine,SNU-407,1.874736
28708,Gemcitabine,SNU-61,4.148161
28709,Gemcitabine,SNU-C5,-3.159994
28710,Gemcitabine,HCC1599,-3.147754
28711,Gemcitabine,HCC2218,4.098738
28712,Gemcitabine,HCC1569,3.589971
28713,Gemcitabine,UACC-893,4.961226
28714,Gemcitabine,MDA-MB-330,5.042018
28715,Gemcitabine,LU-139,-3.428307
28716,Gemcitabine,TE-15,-2.482478
28717,Gemcitabine,LS-513,-2.678219
28718,Gemcitabine,RPMI-8866,-5.031759
28719,Gemcitabine,COR-L95,-0.224745
28720,Gemcitabine,JURL-MK1,-5.999297
28721,Gemcitabine,OCI-AML5,-2.810561
28722,Bortezomib,HCC1954,-5.487986
28723,Bortezomib,HCC1143,-4.167982
28724,Bortezomib,HCC1187,-5.859811
28725,Bortezomib,HCC1395,-4.864275
28726,Bortezomib,HCC1599,-4.812146
28727,Bortezomib,HCC1937,-5.702895
28728,Bortezomib,HCC2157,-5.628957
28729,Bortezomib,HCC2218,-3.580972
28730,Bortezomib,HCC38,-6.172317
28731,Bortezomib,T47D,-5.243277
28732,Bortezomib,MCF7,-4.97671
28733,Bortezomib,BT-549,-5.014631
28734,Bortezomib,Hs-578-T,-6.004333
28735,Bortezomib,MDA-MB-231,-5.753854
28736,Bortezomib,BT-20,-4.385505
28737,Bortezomib,COLO-824,-6.093537
28738,Bortezomib,CAL-120,-5.419831
28739,Bortezomib,DU-4475,-6.064644
28740,Bortezomib,EFM-19,-5.346493
28741,Bortezomib,EVSA-T,-6.026431
28742,Bortezomib,HCC1419,-4.345321
28743,Bortezomib,HCC1569,-6.036086
28744,Bortezomib,HCC1806,-4.840627
28745,Bortezomib,HCC70,-6.317626
28746,Bortezomib,MDA-MB-361,-4.239762
28747,Bortezomib,MDA-MB-453,-5.071081
28748,Bortezomib,MDA-MB-468,-6.124305
28749,Bortezomib,MRK-nu-1,-5.71545
28750,Bortezomib,OCUB-M,-5.729105
28751,Bortezomib,UACC-893,-3.245473
28752,Bortezomib,ZR-75-30,-1.561597
28753,Bortezomib,AU565,-5.395742
28754,Bortezomib,CAL-85-1,-5.657204
28755,Bortezomib,UACC-812,-4.535738
28756,Bortezomib,CAL-51,-5.228678
28757,Bortezomib,MFM-223,-6.112466
28758,Bortezomib,CAL-148,-3.177077
28759,Bortezomib,MDA-MB-415,-3.890589
28760,Bortezomib,MDA-MB-157,-5.460932
28761,Bortezomib,BT-474,-2.493267
28762,Bortezomib,CAMA-1,-5.56912
28763,Bortezomib,BT-483,-2.097542
28764,Bortezomib,MDA-MB-436,-5.741115
28765,Bortezomib,EFM-192A,-5.727178
28766,Bortezomib,HCC1428,-2.898562
28767,Bortezomib,HDQ-P1,-5.553825
28768,Bortezomib,JIMT-1,-5.407086
28769,Bortezomib,HCC1500,-5.93371
28770,Bortezomib,MDA-MB-330,-3.338782
28771,Bortezomib,MC-CAR,-6.33191
28772,Bortezomib,PFSK-1,-6.118548
28773,Bortezomib,A673,-5.258524
28774,Bortezomib,ES7,-5.140429
28775,Bortezomib,EW-11,-4.587976
28776,Bortezomib,SK-ES-1,-4.923598
28777,Bortezomib,COLO-829,-4.515177
28778,Bortezomib,5637,-5.040545
28779,Bortezomib,RT4,-4.284004
28780,Bortezomib,SW780,-4.089743
28781,Bortezomib,TCCSUP,-4.251545
28782,Bortezomib,C-33-A,-4.584617
28783,Bortezomib,C-4-I,-5.316356
28784,Bortezomib,ME-180,-4.090627
28785,Bortezomib,42-MG-BA,-4.65347
28786,Bortezomib,8-MG-BA,-5.600329
28787,Bortezomib,A172,-6.335551
28788,Bortezomib,GB-1,-5.037246
28789,Bortezomib,T98G,-5.333968
28790,Bortezomib,U-118-MG,-5.250825
28791,Bortezomib,U-87-MG,-4.304467
28792,Bortezomib,NCI-H720,-4.636991
28793,Bortezomib,Calu-3,-4.249376
28794,Bortezomib,COR-L23,-5.477547
28795,Bortezomib,LK-2,-3.738044
28796,Bortezomib,NCI-H1623,-3.042642
28797,Bortezomib,NCI-H1648,-4.297133
28798,Bortezomib,NCI-H1650,-4.464291
28799,Bortezomib,NCI-H1693,-5.518695
28800,Bortezomib,NCI-H1838,-0.875531
28801,Bortezomib,NCI-H2085,-5.011191
28802,Bortezomib,NCI-H2170,-4.688209
28803,Bortezomib,NCI-H2228,-4.055445
28804,Bortezomib,NCI-H2342,-2.623447
28805,Bortezomib,NCI-H2347,-3.388847
28806,Bortezomib,NCI-H2405,-2.298843
28807,Bortezomib,NCI-H661,-3.303718
28808,Bortezomib,COR-L311,-4.618945
28809,Bortezomib,DMS-114,-4.752861
28810,Bortezomib,DMS-273,-5.285811
28811,Bortezomib,NCI-H1048,-4.393866
28812,Bortezomib,NCI-H1092,-4.884834
28813,Bortezomib,NCI-H1417,-6.593159
28814,Bortezomib,NCI-H1694,-4.276187
28815,Bortezomib,NCI-H1963,-5.059965
28816,Bortezomib,NCI-H209,-5.726336
28817,Bortezomib,NCI-H2141,-5.613994
28818,Bortezomib,NCI-H446,-5.933448
28819,Bortezomib,NCI-H526,-4.412347
28820,Bortezomib,NCI-H64,-3.092866
28821,Bortezomib,NCI-H69,-5.587199
28822,Bortezomib,NCI-H82,-4.61439
28823,Bortezomib,NCI-H2052,-5.328429
28824,Bortezomib,SK-N-DZ,-5.241021
28825,Bortezomib,SK-N-FI,-4.836891
28826,Bortezomib,VA-ES-BJ,-4.685954
28827,Bortezomib,VMRC-LCD,-1.344558
28828,Bortezomib,SBC-5,-4.99068
28829,Bortezomib,LU-135,-4.425517
28830,Bortezomib,SK-N-SH,-4.410636
28831,Bortezomib,NCI-H2122,-4.246233
28832,Bortezomib,NCI-H650,-3.799336
28833,Bortezomib,NCI-H929,-5.787452
28834,Bortezomib,SK-N-AS,-5.276203
28835,Bortezomib,NCI-H1299,-4.547989
28836,Bortezomib,NCI-H2087,-3.651476
28837,Bortezomib,UM-UC-3,-4.225994
28838,Bortezomib,SW756,-3.580863
28839,Bortezomib,NCI-H727,-2.751387
28840,Bortezomib,Calu-6,-3.882503
28841,Bortezomib,LU-65,-3.031785
28842,Bortezomib,NCI-H1355,-3.41344
28843,Bortezomib,NCI-H1792,-3.440996
28844,Bortezomib,HPAF-II,-4.567834
28845,Bortezomib,MIA-PaCa-2,-3.773964
28846,Bortezomib,SHP-77,-5.254319
28847,Bortezomib,NCI-H2009,-4.545854
28848,Bortezomib,SW1573,-2.501909
28849,Bortezomib,SW900,-4.750321
28850,Bortezomib,TE-5,-4.334643
28851,Bortezomib,BB49-HNC,-4.843356
28852,Bortezomib,Ca9-22,-5.339087
28853,Bortezomib,CADO-ES1,-4.712591
28854,Bortezomib,CAL-33,-5.006536
28855,Bortezomib,CPC-N,-4.451915
28856,Bortezomib,CTV-1,-5.582137
28857,Bortezomib,DSH1,-5.991895
28858,Bortezomib,EBC-1,-5.771442
28859,Bortezomib,EC-GI-10,-5.040637
28860,Bortezomib,EPLC-272H,-4.40714
28861,Bortezomib,HO-1-u-1,-5.761678
28862,Bortezomib,HSC-2,-5.188577
28863,Bortezomib,IM-9,-5.629798
28864,Bortezomib,IST-SL2,-5.108047
28865,Bortezomib,J82,-4.046396
28866,Bortezomib,KNS-62,-4.575034
28867,Bortezomib,KP-4,-4.246942
28868,Bortezomib,KYSE-140,-4.934758
28869,Bortezomib,KYSE-410,-4.699096
28870,Bortezomib,KYSE-520,-4.975209
28871,Bortezomib,KYSE-70,-4.268475
28872,Bortezomib,LB771-HNC,-5.452175
28873,Bortezomib,LB831-BLC,-5.167566
28874,Bortezomib,LB996-RCC,-4.533081
28875,Bortezomib,LCLC-103H,-4.830631
28876,Bortezomib,LU-165,-1.790335
28877,Bortezomib,LXF-289,-5.222117
28878,Bortezomib,MS-1,-3.788865
28879,Bortezomib,NCI-H1563,-2.51439
28880,Bortezomib,NCI-H835,-2.807289
28881,Bortezomib,PC-14,-4.43761
28882,Bortezomib,SBC-3,-5.12525
28883,Bortezomib,SK-MM-2,-5.182902
28884,Bortezomib,U-266,-5.470909
28885,Bortezomib,BE2-M17,-5.626117
28886,Bortezomib,KELLY,-6.171541
28887,Bortezomib,SIMA,-5.430561
28888,Bortezomib,TE-1,-4.913578
28889,Bortezomib,TE-8,-5.10097
28890,Bortezomib,CAPAN-1,-4.423276
28891,Bortezomib,OVCAR-3,-5.138405
28892,Bortezomib,PC-3,-3.926844
28893,Bortezomib,DU-145,-3.609399
28894,Bortezomib,HCT-116,-4.440554
28895,Bortezomib,HCT-15,-4.988229
28896,Bortezomib,HL-60,-5.519598
28897,Bortezomib,HT-29,-4.930424
28898,Bortezomib,K-562,-4.235202
28899,Bortezomib,NCI-H226,-2.105469
28900,Bortezomib,NCI-H23,-4.529572
28901,Bortezomib,NCI-H522,-4.207661
28902,Bortezomib,786-0,-5.297135
28903,Bortezomib,A498,-6.238889
28904,Bortezomib,A549,-4.828058
