Cell Line_ID,Cell Line,Tissue,Tissue sub-type,Count,Mean_Y, Datasets
VCaP,[5.34802288 2.98827817 9.00092464 ... 8.31928214 3.36499434 7.69536829],urogenital_system,prostate,122,2.92786118852459,GDSC2
VAL,[3.69629588 2.90725825 9.51214084 ... 8.85943142 3.54251643 8.04356787],blood,B_cell_lymphoma,122,1.2193465081967214,GDSC2
UACC-62,[7.47497071 2.80869847 9.58402289 ... 9.43658271 3.25049006 7.31062382],skin,melanoma,122,2.5293235655737702,GDSC2
U-2-OS,"[ 8.27444802  2.64871456 10.34129424 ...  9.16706374  3.33523538
  7.37089384]",bone,osteosarcoma,122,3.415598737704918,GDSC2
SW1710,"[ 7.49293857  2.8313249  10.20682845 ...  9.73960534  3.41884
  8.39974372]",urogenital_system,bladder,122,2.886822581967213,GDSC2
TK10,"[ 7.53585595  2.62561845 10.95527121 ...  9.8467003   3.44602459
  7.05477301]",kidney,kidney,122,4.0989115409836065,GDSC2
TGW,"[ 8.84613929  2.72275205 10.34040002 ...  9.19322362  3.34934234
  7.21579063]",nervous_system,neuroblastoma,122,2.137986516393443,GDSC2
TE-9,[7.56278567 2.97403917 9.90118937 ... 9.3349423  3.40593335 8.33864449],aero_digestive_tract,oesophagus,122,2.7021671147540984,GDSC2
TE-5,"[ 8.83817376  3.05153854 10.45353322 ...  8.93434439  3.20456512
  7.34710553]",aero_digestive_tract,oesophagus,122,3.2582403360655734,GDSC2
TC-YIK,[3.65465991 2.90638723 9.94958751 ... 9.22531214 3.18646001 7.90134828],urogenital_system,cervix,122,1.5882380983606559,GDSC2
T98G,[5.66385109 2.872827   9.90868199 ... 8.976749   3.4187064  8.2331881 ],nervous_system,glioma,122,2.73654768852459,GDSC2
Saos-2,[7.14333576 2.66413219 9.82562105 ... 9.54783706 3.18161738 7.24850176],bone,osteosarcoma,122,3.152622704918033,GDSC2
SW982,[7.23312467 2.59843362 9.89241338 ... 9.36264863 3.21104737 7.57283519],soft_tissue,soft_tissue_other,122,2.0994074016393443,GDSC2
SW900,"[ 7.75515417  2.81692087 10.21497576 ...  9.47156005  3.19220343
  7.49729212]",,,122,3.582605860655738,
SW684,[6.05009418 2.76881906 9.6420798  ... 8.94010989 3.43868687 7.00739495],soft_tissue,fibrosarcoma,122,4.396869565573771,GDSC2
SCC-9,[7.9881713  2.94208897 9.80470409 ... 8.39229479 3.24145768 8.14361361],aero_digestive_tract,head_and_neck,122,2.949425836065574,GDSC2
SBC-3,[8.01317872 2.65440537 9.86218823 ... 8.97111157 3.26860993 7.87556329],lung,lung_small_cell_carcinoma,122,1.7960023278688524,GDSC2
NCI-H1581,[7.93844944 2.92192697 9.88002594 ... 9.21771937 3.92512485 6.9381353 ],lung,lung_NSCLC_large_cell,122,2.281594426229508,GDSC2
SAS,"[ 7.50517026  2.88698889 10.60714383 ...  8.61325161  3.17108246
  7.88263595]",aero_digestive_tract,head_and_neck,122,1.7117629098360654,GDSC2
NCI-H522,[8.82719753 2.89102687 9.71048258 ... 8.42368689 3.23224273 8.98731486],lung,lung_NSCLC_adenocarcinoma,122,3.147771532786885,GDSC2
NCI-H520,[7.50529422 2.77534087 9.50020218 ... 9.39742596 3.27570735 8.0630629 ],lung,lung_NSCLC_squamous_cell_carcinoma,122,3.027439795081967,GDSC2
NCI-H441,"[ 8.66393116  3.07475595 10.16342738 ...  8.65025978  3.3102126
  7.95105798]",lung,lung_NSCLC_adenocarcinoma,122,5.874038327868852,GDSC2
NCI-H358,"[ 8.57810697  2.86216911 10.15088616 ...  8.8258198   3.3723603
  7.77465661]",lung,lung_NSCLC_adenocarcinoma,122,3.113887901639344,GDSC2
NCI-H3122,[9.10623361 2.72141109 9.41825971 ... 8.82748994 2.97724649 6.8859339 ],lung,lung_NSCLC_adenocarcinoma,122,2.9104831721311477,GDSC2
NCI-H3118,"[ 7.09013838  2.98804295 10.26469242 ...  9.4221303   3.28038323
  8.52082414]",aero_digestive_tract,head_and_neck,122,2.328166073770492,GDSC2
NCI-H2818,[6.01813455 2.88207026 9.8250128  ... 9.36448226 3.35649948 7.8905252 ],lung,mesothelioma,122,3.7202709098360653,GDSC2
HLE,[7.94312291 3.12808979 9.77223789 ... 8.84151597 3.56704052 7.54315652],digestive_system,liver,122,2.5846227704918032,GDSC2
NCI-H2795,[5.91266709 2.84829209 9.98264605 ... 9.4848812  3.08615143 7.52955231],lung,mesothelioma,122,2.0410133278688525,GDSC2
NCI-H2731,"[ 3.26506277  3.06374612 10.49028496 ...  9.60904985  3.20763045
  7.7895325 ]",lung,mesothelioma,122,2.833994204918033,GDSC2
NCI-H2595,"[ 7.67865809  2.84578079 10.18095395 ...  9.4978517   3.02331497
  7.78974187]",lung,mesothelioma,122,4.577721295081967,GDSC2
NCI-H2461,"[ 6.10439471  2.7821698  10.46600628 ...  9.49908385  3.09632064
  8.12542935]",lung,mesothelioma,122,3.542211147540984,GDSC2
NCI-H226,"[ 5.80769527  2.78225119 10.28393481 ...  9.96896062  3.18210096
  7.33759342]",lung,lung_NSCLC_squamous_cell_carcinoma,122,5.161992713114754,GDSC2
NCI-H211,[8.40907678 2.80491269 9.60883154 ... 9.3377317  3.381863   7.85363686],lung,lung_small_cell_carcinoma,122,1.727075557377049,GDSC2
NCI-H2087,[7.67944495 2.69132616 9.82422566 ... 9.20394332 3.29412316 5.92065108],lung,lung_NSCLC_adenocarcinoma,122,3.539211262295082,GDSC2
NCI-H2085,"[ 7.65763723  2.7953737  10.24447035 ...  8.48764472  3.47817749
  8.73643844]",lung,lung_NSCLC_adenocarcinoma,122,3.2219807704918035,GDSC2
NCI-H2023,[7.19564592 2.72438719 9.11898738 ... 8.90324338 3.21636453 7.75704292],lung,lung_NSCLC_adenocarcinoma,122,2.644234008196721,GDSC2
NCI-H1993,"[ 8.24250185  3.06906918 10.21881849 ...  9.29358656  3.20246626
  7.41023759]",lung,lung_NSCLC_adenocarcinoma,122,2.445324934426229,GDSC2
NCI-H1869,[9.79423958 2.7792035  9.31913774 ... 9.11515948 3.41712544 7.90498751],lung,lung_NSCLC_squamous_cell_carcinoma,122,3.406623959016393,GDSC2
NCI-H1792,"[ 7.247945    2.70444477 10.02655714 ...  9.26690805  2.98369879
  7.35214121]",lung,lung_NSCLC_adenocarcinoma,122,1.9680057459016393,GDSC2
NCI-H1755,"[ 6.07638161  2.73570171 10.13421255 ...  9.40068506  3.09707818
  7.53460905]",lung,lung_NSCLC_adenocarcinoma,122,2.5019229836065575,GDSC2
NCI-H1666,"[ 8.53939397  2.96071255 10.37889626 ...  9.67012502  3.50668906
  7.77216772]",lung,lung_NSCLC_adenocarcinoma,122,3.4465007459016395,GDSC2
NCI-H1651,[6.96161004 2.91082821 9.72343103 ... 9.07229168 3.23287046 7.03888615],lung,lung_NSCLC_adenocarcinoma,122,2.629260663934426,GDSC2
NCI-H524,[7.80175467 2.80917516 9.77212495 ... 9.24867499 3.29309126 7.9643817 ],lung,lung_small_cell_carcinoma,122,1.761816819672131,GDSC2
NCI-H727,[6.60749622 2.79088697 9.57214585 ... 9.27908402 3.18449883 7.16919057],lung,lung_NSCLC_carcinoid,122,3.6179870245901635,GDSC2
NCI-H810,[3.8335629  2.50971667 9.53193342 ... 9.02532908 3.09368687 9.51519032],lung,lung_NSCLC_large_cell,122,2.6448743852459016,GDSC2
OVMIU,[7.75758746 3.02093538 9.49927042 ... 9.01912183 3.304083   7.86885407],urogenital_system,ovary,122,3.2131819999999998,GDSC2
RT-112,"[ 9.28680766  2.73199083 10.8470504  ...  9.35417708  3.31990539
  8.01487312]",urogenital_system,bladder,122,2.4519122540983607,GDSC2
RO82-W-1,"[ 7.04579627  2.84739852 10.70159365 ...  9.32990354  3.54266446
  8.057642  ]",thyroid,thyroid,122,5.5116191639344265,GDSC2
RKN,"[ 6.69686637  3.00921094 10.8245381  ...  8.93060493  3.43436947
  7.76577353]",urogenital_system,ovary,122,4.080943909836066,GDSC2
REH,[3.4022624  2.99853502 9.62304157 ... 9.23892863 3.3708773  8.02053368],blood,B_cell_leukemia,122,1.6049830819672133,GDSC2
PSN1,"[ 8.21426596  2.99618364 10.76827909 ...  9.36818184  3.07467556
  8.20906103]",pancreas,pancreas,122,2.7181878770491803,GDSC2
PL18,[6.73915449 2.73056998 9.39872801 ... 8.7556523  3.54782379 8.18064931],,,122,3.236657204918033,
PEO1,"[ 8.42292157  2.8798898  10.55777744 ... 10.74265107  3.31794457
  6.2039289 ]",urogenital_system,ovary,122,3.7975175655737705,GDSC2
PC-14,[8.57525958 2.84979677 9.97513017 ... 9.73790211 3.74721082 7.87556421],lung,lung_NSCLC_adenocarcinoma,122,2.780526393442623,GDSC2
PANC-10-05,[7.11592415 2.92756177 9.04171731 ... 9.00586518 3.95532979 9.12414106],pancreas,pancreas,122,3.668653237704918,GDSC2
PANC-02-03,"[ 8.13835135  2.81282495 10.01102397 ...  8.81608416  3.42403627
  7.5439277 ]",pancreas,pancreas,122,3.0323100081967214,GDSC2
OVCAR-5,[8.04905024 2.70194184 9.97890282 ... 9.43905719 3.14165248 8.6848736 ],urogenital_system,ovary,122,3.5002303278688522,GDSC2
NCI-H82,[7.77865692 2.62352736 9.81759503 ... 8.52345103 3.58007803 8.29674228],lung,lung_small_cell_carcinoma,122,1.6334493852459016,GDSC2
OV-90,[8.33134075 2.80078992 9.72856423 ... 9.07452826 3.54822565 7.14815409],urogenital_system,ovary,122,3.4593124590163935,GDSC2
ONS-76,"[ 7.68364253  2.74621252 10.8097799  ... 10.78030203  3.18124595
  8.60628634]",nervous_system,medulloblastoma,122,2.7416975081967214,GDSC2
OE33,"[ 8.45000651  2.79604561 10.51333325 ...  9.156916    3.19963951
  8.11173635]",aero_digestive_tract,oesophagus,122,2.315128368852459,GDSC2
OCUM-1,[9.46707366 2.8675875  9.27560751 ... 8.49298832 3.24250358 7.32104455],digestive_system,stomach,122,3.076204532786885,GDSC2
OCI-AML3,"[ 3.23900566  2.99521746 10.12338289 ...  8.39717557  3.3153296
  8.27727208]",blood,acute_myeloid_leukaemia,122,1.2783174098360655,GDSC2
OCI-AML2,[3.25323205 2.81771242 9.34304967 ... 9.36011293 3.39758297 8.27227856],blood,acute_myeloid_leukaemia,122,0.9077230819672131,GDSC2
NY,[7.8325171  2.94354863 9.68475726 ... 9.45396622 3.43035099 7.7956137 ],bone,osteosarcoma,122,2.558076106557377,GDSC2
NOMO-1,[3.15356744 2.95458126 9.65239004 ... 8.94434324 3.17697204 8.20377846],blood,acute_myeloid_leukaemia,122,1.8129931393442622,GDSC2
NCI-N87,"[ 7.81811859  2.88032579 10.32665418 ...  9.67435704  3.33504074
  9.73396841]",digestive_system,stomach,122,2.8384470409836067,GDSC2
NCI-H841,[8.76856956 2.84541036 9.46346768 ... 7.81588679 3.43127879 7.74073732],lung,lung_small_cell_carcinoma,122,3.143013270491803,GDSC2
HMV-II,[6.60528685 2.98374106 9.91364506 ... 9.11517197 3.44893184 8.59196783],skin,melanoma,122,2.599425631147541,GDSC2
22RV1,"[ 4.80448684  2.84812777 10.33199416 ...  9.46654522  3.21499661
  7.26409142]",urogenital_system,prostate,122,2.9143529016393446,GDSC2
G-292-Clone-A141B1,[7.23532381 2.5559617  9.99164807 ... 9.7757165  3.15530488 7.67392691],bone,osteosarcoma,122,3.41197031147541,GDSC2
BFTC-905,"[ 7.8134361   2.87933041 10.27271867 ...  9.78195652  3.05220903
  7.50155282]",urogenital_system,bladder,122,1.7444027540983607,GDSC2
BL-41,"[ 3.29327369  2.73090824 10.27291719 ...  9.71730618  3.60076013
  6.57360637]",blood,Burkitt_lymphoma,122,0.9865455983606558,GDSC2
COLO-668,[3.63561738 2.79076558 9.68322103 ... 8.83711052 3.04088706 6.58539242],lung,lung_small_cell_carcinoma,122,3.0253667622950817,GDSC2
BICR78,"[ 7.64649431  2.62681879 10.15385281 ...  9.17044961  3.48989241
  6.9114072 ]",aero_digestive_tract,head_and_neck,122,3.376327172131148,GDSC2
BICR22,[6.41952556 3.18209377 9.32054751 ... 8.64503725 3.58736564 7.82739551],aero_digestive_tract,head_and_neck,122,2.2376214754098362,GDSC2
GR-ST,"[ 3.06331638  2.6865068  10.75998044 ...  9.62088977  3.17610179
  8.36749253]",blood,lymphoblastic_leukemia,122,1.9764131065573771,GDSC2
COLO-679,[7.23536271 2.72841101 9.85084204 ... 9.35561076 3.33077248 6.3287495 ],skin,melanoma,122,2.8355500901639346,GDSC2
EN,"[ 7.98567575  2.69472889 10.6761341  ...  9.71585058  3.39868308
  7.96920686]",urogenital_system,endometrium,122,3.236450286885246,GDSC2
COLO-680N,"[ 9.15086645  2.8167652  10.25924591 ...  9.01627117  3.33639838
  7.49739872]",aero_digestive_tract,oesophagus,122,4.398430770491803,GDSC2
H-EMC-SS,[7.04852697 2.92361173 9.69993728 ... 8.53664306 3.46751843 7.77110088],bone,chondrosarcoma,122,3.597662549180328,GDSC2
COLO-684,[5.0516632  2.93202639 9.02423913 ... 8.98666688 3.49471284 8.0703305 ],urogenital_system,endometrium,122,2.681247229508197,GDSC2
BxPC-3,"[ 9.0972576   3.17486883 10.49610868 ...  9.43170586  3.18666355
  5.57781602]",pancreas,pancreas,122,2.6978536721311475,GDSC2
BE-13,[3.19359726 2.94030741 9.98896371 ... 9.39253809 3.39366405 7.7866014 ],blood,lymphoblastic_leukemia,122,1.1764095163934427,GDSC2
BC-1,[3.20845601 2.97841614 9.74463427 ... 9.79957017 3.44878893 8.2747657 ],blood,B_cell_lymphoma,122,1.0426382213114755,GDSC2
EW-3,[7.89859227 3.13559983 8.72691639 ... 7.7917267  3.3393047  8.82626813],bone,ewings_sarcoma,122,1.8358723770491803,GDSC2
COR-L105,"[ 7.44647548  2.67384374  9.86140289 ... 10.04893556  3.1676283
  7.78815748]",lung,lung_NSCLC_adenocarcinoma,122,2.680162581967213,GDSC2
HAL-01,[3.45485529 2.98359877 9.2462089  ... 8.66431066 3.44820358 8.07444015],blood,lymphoblastic_leukemia,122,1.1042042622950818,GDSC2
HARA,"[ 7.27952027  2.66802287 10.30433159 ...  9.25806282  3.44353303
  7.73558   ]",lung,lung_NSCLC_squamous_cell_carcinoma,122,1.7892270901639344,GDSC2
EFO-21,"[ 8.59021186  3.12547722 10.02688161 ...  8.7626941   3.14044154
  9.48415824]",urogenital_system,ovary,122,4.620169647540984,GDSC2
ECC10,[7.6769948  2.74464209 9.38252449 ... 9.10182354 3.46788016 8.94005278],digestive_system,stomach,122,2.0036920245901637,GDSC2
HCC-44,[7.8812127  2.83795262 9.34517852 ... 9.43836306 3.30528538 7.80407654],lung,lung_NSCLC_adenocarcinoma,122,2.4115104754098358,GDSC2
Becker,"[ 6.26222963  2.69051118 10.11961019 ...  9.33242893  3.13229237
  6.22323961]",nervous_system,glioma,122,3.235415721311475,GDSC2
CML-T1,[3.2058825  2.93630137 9.4460533  ... 9.29798629 3.24512299 8.03035176],blood,chronic_myeloid_leukaemia,122,0.8107354016393442,GDSC2
HCC-78,[7.67847767 2.77783076 9.7758439  ... 9.52309607 3.48089393 8.22267411],lung,lung_NSCLC_adenocarcinoma,122,2.4232439672131147,GDSC2
CAL-54,[7.62023212 2.88295386 9.80346358 ... 9.36134367 3.43159853 7.97080268],kidney,kidney,122,1.9967243032786886,GDSC2
EoL-1-cell,[3.57367553 2.59495966 9.19084187 ... 9.55322443 3.37717405 9.60833828],blood,haematopoietic_neoplasm_other,122,0.272633975409836,GDSC2
FLO-1,"[ 3.388648    2.92299211 10.50909732 ...  9.32334718  3.13955784
  7.09267919]",aero_digestive_tract,oesophagus,122,2.2841430901639344,GDSC2
CCRF-CEM,"[ 3.29831644  3.10207058 10.04984007 ...  9.29763392  3.44662041
  7.4717419 ]",blood,lymphoblastic_leukemia,122,1.165014024590164,GDSC2
CAPAN-2,"[ 8.24392469  2.77449863 10.24044966 ...  8.94834191  3.27701348
  7.25499958]",pancreas,pancreas,122,4.09927587704918,GDSC2
CAPAN-1,"[ 7.45039819  2.62554559 10.59881484 ...  8.95373654  3.23123915
  8.26630573]",pancreas,pancreas,122,3.353800131147541,GDSC2
EW-24,[7.48781435 2.91688876 9.96966214 ... 8.25268185 3.56001691 8.29322856],bone,ewings_sarcoma,122,2.8314016721311472,GDSC2
EW-22,"[ 9.04461354  2.77022963 10.24389484 ...  9.69600851  3.22930916
  7.39391974]",bone,ewings_sarcoma,122,1.7674845327868853,GDSC2
CAL-72,"[ 7.50343146  3.04464057 10.24458094 ...  9.39704194  3.4369465
  7.4202035 ]",bone,osteosarcoma,122,2.4504937213114757,GDSC2
CAL-62,"[ 7.33619607  2.87056591 10.89355389 ...  9.52307794  3.32483008
  8.00774715]",thyroid,thyroid,122,2.5111434590163935,GDSC2
CHL-1,"[ 8.33845696  2.69775495 10.1707568  ...  9.95793866  3.23754461
  7.34454422]",skin,melanoma,122,2.636705631147541,GDSC2
C-33-A,"[ 7.49082052  2.66729363 10.82661389 ...  9.84690775  3.45178991
  7.07572523]",urogenital_system,cervix,122,2.152588549180328,GDSC2
CAL-39,"[ 8.74347071  2.71536113 10.17830687 ...  8.58502756  3.24454653
  8.29137746]",urogenital_system,cervix,122,1.3791590737704917,GDSC2
EW-11,"[ 8.39134072  2.96836019 10.26067956 ...  9.3964619   3.21788517
  7.24823594]",bone,ewings_sarcoma,122,2.1466235327868857,GDSC2
ESS-1,"[ 7.36084796  2.65716071 10.16136568 ...  9.52990508  3.22087311
  7.30348974]",urogenital_system,endometrium,122,1.6746340819672132,GDSC2
GAK,[6.65013421 2.79415708 9.47725323 ... 9.46706842 3.62785181 8.14559743],skin,melanoma,122,2.5216847540983607,GDSC2
ES8,[7.18887688 2.79025768 8.92875634 ... 9.41467861 3.49373798 7.27316826],bone,ewings_sarcoma,122,1.3870318934426231,GDSC2
ES7,[8.33346622 3.96675712 9.79399062 ... 8.69140067 3.27922961 8.23623866],bone,ewings_sarcoma,122,1.6499989672131146,GDSC2
ES6,"[ 9.43084803  3.5055111  10.78345709 ...  9.81697842  3.43154372
  8.40902033]",bone,ewings_sarcoma,122,2.9995587950819673,GDSC2
GCIY,[8.28851732 2.76945001 9.20688572 ... 9.31671456 3.41802186 8.19152364],digestive_system,stomach,122,2.853122844262295,GDSC2
C32,[5.5426448  2.73664349 9.89011186 ... 9.83933659 3.20778009 7.60703196],skin,melanoma,122,3.384404393442623,GDSC2
EB2,"[ 3.44918332  2.68203511 10.21719075 ...  9.25843235  3.19472863
  8.35670462]",blood,Burkitt_lymphoma,122,1.75319568852459,GDSC2
EW-7,"[ 6.81205634  2.83978822 10.22452727 ...  9.07004256  3.46143821
  8.30649438]",bone,ewings_sarcoma,122,1.688187655737705,GDSC2
ACHN,[7.58270487 2.93931241 9.66025595 ... 9.28707257 3.58804363 8.1901351 ],kidney,kidney,122,2.301811868852459,GDSC2
A549,[8.49596074 2.88699743 9.64343619 ... 9.17443652 3.45042673 8.70283746],lung,lung_NSCLC_adenocarcinoma,122,2.0766181147540985,GDSC2
8305C,"[ 7.31254706  2.85799852 10.59885744 ...  9.34488626  3.31456956
  7.39622096]",thyroid,thyroid,122,3.040001680327869,GDSC2
D-283MED,[7.55097287 2.93274805 9.75836007 ... 8.80415623 3.0272718  8.66568047],nervous_system,medulloblastoma,122,1.295076344262295,GDSC2
A2780,[7.75605086 2.81628932 9.88006521 ... 9.21046408 3.21020465 8.23642624],urogenital_system,ovary,122,1.386058524590164,GDSC2
Calu-3,[9.04156224 2.8023786  9.97427965 ... 8.65461637 3.61876281 9.5311245 ],lung,lung_NSCLC_adenocarcinoma,122,3.5274902459016393,GDSC2
Ca9-22,"[ 7.04388116  2.69875286 10.92850281 ...  9.9197392   3.04415042
  7.01940948]",aero_digestive_tract,head_and_neck,122,2.2679039672131145,GDSC2
D-392MG,[7.48497652 3.24417529 9.64970346 ... 9.10904375 3.4030038  6.96334334],nervous_system,glioma,122,2.907182237704918,GDSC2
HD-MY-Z,[6.65743679 2.85583254 9.7770503  ... 9.09591724 3.6019258  6.6289984 ],,,122,4.955061409836065,
DU-145,[6.71850925 2.53990366 9.98653957 ... 9.37121155 3.23864646 6.60597543],urogenital_system,prostate,122,3.7523078770491805,GDSC2
A375,"[ 6.33226645  2.73971304 10.68849043 ...  9.33613692  3.14714299
  8.54443803]",skin,melanoma,122,2.131891229508197,GDSC2
A4-Fuk,"[ 3.40298416  3.23115878 10.43586321 ...  9.55453085  3.18615165
  8.20786027]",blood,B_cell_lymphoma,122,0.8446038524590164,GDSC2
DoTc2-4510,"[ 8.34574399  2.99244032 10.45766645 ...  9.37382824  3.00597022
  7.38656508]",urogenital_system,cervix,122,2.5414918196721312,GDSC2
HDLM-2,[3.09615759 2.65002809 8.88294713 ... 9.60362175 3.10531485 8.14062751],blood,Hodgkin_lymphoma,122,2.570935680327869,GDSC2
D-263MG,"[ 7.06994643  2.9254948  10.45176782 ... 10.40172656  3.31464614
  7.35273231]",nervous_system,glioma,122,2.817555483606557,GDSC2
EB-3,[3.95611641 2.95425289 9.94778515 ... 9.26405817 3.37485946 8.3974397 ],blood,Burkitt_lymphoma,122,2.044770213114754,GDSC2
DND-41,[3.50132031 2.94555794 9.76373024 ... 9.36048289 3.63809391 7.50605005],blood,T_cell_leukemia,122,1.642628606557377,GDSC2
A673,[7.3013444  2.8905331  9.92248924 ... 9.07322206 3.09836376 6.82423772],soft_tissue,rhabdomyosarcoma,122,1.8544597213114755,GDSC2
Ca-Ski,"[ 8.65158133  2.85667183 10.6639516  ...  9.70409629  3.30546368
  6.60727487]",urogenital_system,cervix,122,2.519913893442623,GDSC2
DMS-114,"[ 7.54867117  2.77771615 11.80734125 ...  9.00281383  3.00018197
  8.50480383]",lung,lung_small_cell_carcinoma,122,2.8391952786885244,GDSC2
DSH1,"[ 9.17262721  2.85348127 10.11121152 ...  9.67451933  3.17477916
  6.84175678]",urogenital_system,bladder,122,1.9859456393442623,GDSC2
HH,[3.37901901 2.84772336 9.32526287 ... 9.34697645 3.36329268 7.90770626],blood,T_cell_leukemia,122,3.265041532786885,GDSC2
769-P,"[ 6.90255782  2.76807512 10.00608113 ...  9.6725681   3.52865243
  7.10748802]",kidney,kidney,122,2.4720935655737706,GDSC2
PANC-08-13,"[ 8.01237063  2.88495242 10.09939798 ...  9.16992239  3.35550933
  7.16088133]",pancreas,pancreas,121,4.322816024793388,GDSC2
DEL,[3.23232068 2.90239955 9.50507564 ... 9.04937048 3.75090881 7.7535027 ],blood,lymphoid_neoplasm_other,121,0.6524726033057852,GDSC2
P30-OHK,[3.61771149 2.92829218 8.96910697 ... 9.29891605 3.74189659 8.79778265],blood,lymphoblastic_leukemia,121,1.3847096694214875,GDSC2
PA-TU-8902,"[ 8.74345505  2.85988758 10.38295559 ...  9.48032336  3.57951422
  7.25384732]",pancreas,pancreas,121,3.7730011818181817,GDSC2
PA-TU-8988T,[7.34099927 2.61485413 9.75095494 ... 8.53551569 3.17565178 7.00781558],pancreas,pancreas,121,3.1260429421487603,GDSC2
P32-ISH,"[ 3.31832441  3.12084454 10.27634282 ... 10.51537008  3.3423524
  7.0414885 ]",blood,Burkitt_lymphoma,121,0.9464051404958678,GDSC2
NCI-H2369,"[ 6.16358216  2.92320744 10.32772844 ...  9.45109879  3.40600211
  8.33034118]",lung,mesothelioma,121,3.9218068677685953,GDSC2
NCI-H2373,[7.10675827 3.06919919 9.98015681 ... 9.26863095 3.20807399 6.69960822],lung,mesothelioma,121,3.396891190082645,GDSC2
NCI-H2405,[7.76745619 2.87350744 9.9519686  ... 8.96813193 3.35426675 7.54670798],lung,lung_NSCLC_adenocarcinoma,121,5.198534190082645,GDSC2
OVTOKO,"[ 7.75688934  2.83866275 10.09310228 ...  9.27377962  3.10563905
  6.05852042]",urogenital_system,ovary,121,3.220264991735537,GDSC2
NCI-H23,"[ 7.31961566  2.78044421 10.48244062 ...  9.39922922  3.49664756
  7.99289054]",lung,lung_NSCLC_adenocarcinoma,121,2.8036241074380164,GDSC2
PFSK-1,[7.78071324 2.75325312 9.96013741 ... 9.81043016 3.26691487 8.45207976],nervous_system,medulloblastoma,121,2.148773909090909,GDSC2
NCI-H2228,[7.07745528 2.88542165 9.20472148 ... 8.72113376 3.31651212 7.37394665],lung,lung_NSCLC_adenocarcinoma,121,3.489927628099174,GDSC2
CHP-134,"[ 7.73395406  2.88521512 10.3346337  ...  9.41067109  3.41127598
  9.4867024 ]",nervous_system,neuroblastoma,121,2.1536624049586774,GDSC2
DMS-273,"[ 7.84747993  2.86231482 10.11254049 ...  9.55474213  3.33371479
  7.25455463]",lung,lung_small_cell_carcinoma,121,2.123669429752066,GDSC2
RERF-GC-1B,"[ 7.76285864  2.78002214 11.05205213 ...  9.29267456  3.12918151
  9.02228311]",digestive_system,stomach,121,2.711945438016529,GDSC2
RD,[7.98948063 2.81619043 9.69553559 ... 9.28289919 3.26607019 7.48658611],soft_tissue,rhabdomyosarcoma,121,3.072562785123967,GDSC2
NCI-H2052,"[ 6.92261893  2.81300616 10.47751567 ...  9.66234938  3.3577167
  6.68585671]",lung,mesothelioma,121,3.6525094958677684,GDSC2
DK-MG,[7.37382704 2.68652777 9.90708477 ... 9.72400958 3.26932146 7.48670827],nervous_system,glioma,121,3.1948501900826445,GDSC2
DG-75,"[ 3.34337691  2.91595387 10.65840045 ...  8.38131185  3.06789025
  8.18404525]",blood,Burkitt_lymphoma,121,2.2134973140495866,GDSC2
RCC10RGB,"[ 4.57526005  2.80268172 10.00407608 ...  8.95061906  3.39367069
  7.19605871]",kidney,kidney,121,3.9620323388429752,GDSC2
RCC-JW,"[ 7.52901579  3.19553983 10.60070301 ... 10.15672864  3.37631117
  7.02212498]",kidney,kidney,121,2.6706532066115702,GDSC2
RC-K8,"[ 3.51786587  2.87049186 10.3312068  ...  9.08703009  3.60178436
  7.67960996]",blood,B_cell_lymphoma,121,2.4174183884297524,GDSC2
PWR-1E,"[ 7.803352    2.80062172 10.72022044 ...  9.44656705  3.62065422
  7.5539889 ]",urogenital_system,prostate,121,2.4513332561983474,GDSC2
PL4,"[ 8.08925475  2.52116873 10.79274994 ...  8.54469579  3.17451458
  7.11921316]",pancreas,pancreas,121,2.8486277272727274,GDSC2
NCI-H2122,"[ 7.73089488  2.69144496 10.42000959 ...  9.82553811  3.36341808
  6.15978453]",lung,lung_NSCLC_adenocarcinoma,121,1.4320243305785125,GDSC2
CFPAC-1,"[ 8.36001923  2.96739981 10.0653944  ...  9.11032529  3.27953999
  7.94420471]",pancreas,pancreas,121,3.0361582727272727,GDSC2
NCI-H2141,"[ 7.83308286  2.68673782 10.2564992  ...  9.36485073  3.30595979
  8.6303674 ]",lung,lung_small_cell_carcinoma,121,3.6101680909090907,GDSC2
PC-3,"[ 8.65509038  2.87818869 10.44072722 ... 10.44617438  3.27776898
  6.1235865 ]",urogenital_system,prostate,121,4.071861702479339,GDSC2
OVISE,"[ 9.23162128  2.73435223  9.86542414 ... 10.78509349  3.02870253
  8.14102611]",urogenital_system,ovary,121,3.192382338842975,GDSC2
OV-56,"[ 6.48229759  2.786749   10.23453181 ...  8.83271462  3.88312418
  6.27580472]",urogenital_system,ovary,121,4.1785277933884295,GDSC2
DBTRG-05MG,"[ 6.95606458  2.71947922 10.62570012 ...  9.55888031  3.27405215
  7.27291319]",nervous_system,glioma,121,4.900474173553719,GDSC2
OVCAR-8,"[ 7.84071888  2.86942169 10.3062728  ...  9.43305605  3.5688596
  7.44302772]",urogenital_system,ovary,121,2.227739520661157,GDSC2
OAW-28,[8.73112521 2.6742219  9.52527745 ... 9.43041753 3.27438037 6.73251234],urogenital_system,ovary,121,3.631647371900826,GDSC2
OACM5-1,"[ 6.97745914  2.88158919 10.08989984 ...  9.81401536  3.5776453
  7.67331779]",aero_digestive_tract,oesophagus,121,2.6535732396694214,GDSC2
